type,id,ntags,tagkey,tagvalue,nodes
way,550814162,1,['highway'],['footway'],"[29024985,5319831145]"
way,550814163,1,['highway'],['footway'],"[5319831146,7131223663,5319831147]"
way,550894352,2,"['highway', 'oneway']","['service', 'yes']","[5320408184,5320408165,5320422346,5320408158,5320408159]"
way,550894353,1,['highway'],['service'],"[5320408175,259135386]"
way,550894354,1,['highway'],['service'],"[259135395,5320408170]"
way,550894355,2,"['highway', 'junction']","['service', 'roundabout']","[5320408190,5320408188,5320408187,5320408186,5320408185,5320408184,259135384,5320408183,5320408182,5320408189,5320408181,5320408180,5320408179,5320408178,5320408177,5320408176,5320408175,5320408174,5320408173,5320408191,5320408172,5320408171,5320408170,5320408169,5320408168,5320408167,5320408190]"
way,550894358,2,"['highway', 'service']","['service', 'parking_aisle']","[3942736785,5320408192,5320408163]"
way,550894360,3,"['highway', 'service', 'source']","['service', 'driveway', 'DigiGlobe']","[3942736797,5320408193,5320408194,5320408200,5320408198,5320408197,5320408199,5320408196,5320408195,3942736797]"
way,550894363,2,"['highway', 'oneway']","['service', 'yes']","[5320408202,5320408201,3942736805]"
way,550894364,2,"['highway', 'oneway']","['service', 'yes']","[3942736805,5320408204,3942736796]"
way,550894365,2,"['highway', 'service']","['service', 'parking_aisle']","[5320408626,5320408210,5320408209,5320408208,5320408207,5320408206,5320408210]"
way,550894366,1,['highway'],['service'],"[5320408212,6279956216,5320408211]"
way,550894367,3,"['highway', 'service', 'source']","['service', 'driveway', 'DigiGlobe']","[5320408220,5320408218,5320408217,5320408216,5320408219,5320408215,5320408214,5320408213,5320408625]"
way,550894368,2,"['highway', 'source']","['service', 'DigiGlobe']","[5320408633,5320408630,5320408629,5320408628,5320408627]"
way,550894369,2,"['highway', 'source']","['service', 'DigiGlobe']","[5383505907,6279956212,5320408641,5320408640,5320408639,5320408638,5320408636,5320408635,5499252562,5320408633,5320408634,5320408627,5320408162,5499282666,5499252560,5499252561,5320408161,5320408160]"
way,550896127,2,['highway'],['service'],"[5320408166,5320422346,5320422347,3942736783]"
way,550984112,2,"['amenity', 'parking']","['parking', 'surface']","[5321272104,5321272105,5321272106,5321272107,5321272108,5321272109,5321272110,5321272111,5321272104]"
way,550984113,1,['leisure'],['park'],"[5321272112,5321272113,5321272114,5321272115,5321272116,5321272117,5321272118,5321272119,5321272120,5321273621,5321273622,5321273623,5321273624,5321273625,5321273626,5321273627,5321273628,5321273629,5321272112]"
way,550984114,1,['landuse'],['recreation_ground'],"[5321273631,5321273632,5321273633,5321273634,5321273635,5321273636,5321273637,5321273638,5321273639,5321273640,5465027743,5321273641,5321273642,5321273643,5321273644,5321273645,5321273646,5321273647,5321273631]"
way,550989163,1,['building'],['yes'],"[5321317902,5321317901,5321317900,5321317899,5321317902]"
way,550989164,2,"['building', 'name']","['chapel', 'New Era University Chapel']","[5321317906,5321317903,5321317904,5321317905,5321317906]"
way,551002293,0,,,"[5321426958,5321426960,5321426959,5352098543,5352098542,5352098541,5321426961,5321426962,5352098538,5352098537,5352098539,5352098540,5321426963,5352098529,5352098528,5352098527,5352098526,5321426950,5352098533,5352098532,5352098531,5352098530,5352098534,5352098535,5352098536,5321426951,5321426952]"
way,551002294,0,,,"[5321426952,5321426953,5321426954,5321426955,5321426956,5321426957,5321426958]"
way,551002295,1,['landuse'],['meadow'],"[5321426964,5321426965,5321426966,5321426967,5321426968,5321426969,5321426970,5321426971,5321426972,5321426973,5321426974,5321426975,5321426964]"
way,551002296,1,['landuse'],['grass'],"[5321426976,5321426977,5321426978,5321426979,5321426980,5321426981,5321426982,5321426976]"
way,551002297,1,['landuse'],['meadow'],"[5321426983,5446878512,5446878511,5446878510,5321426984,5446878509,5446878508,5446878514,5446878507,5446878515,5446878506,5446878516,5446878505,5446878513,5446878504,5446878503,5321426985,5321426986,5446878502,5446878517,5446878518,5446878519,5446879721,5446878520,5321426987,5321426988,5446879722,5446879723,5446879724,5446879725,5321426989,5446879726,5446879727,5446879728,5446879729,5446879730,5446879731,5446879732,5446879733,5446879734,5446879735,5446879736,5446879738,5446879737,5321426990,5321426991,5446811925,5446811926,5446811927,5446811928,5446811929,5446811930,5446811924,5446811923,5449344803,5446811932,5446811922,5446837580,2212541112,2672497187,2672496593,5449344801,5446837583,5449344816,5446837585,5321426992,5446837589,5321426993,5446837590,5446837588,5446837587,5321426994,5321426995,5446869335,5446869336,5446869337,5321426996,5446869354,5446869338,5446869339,5446869340,5446869341,5321426997,5446869353,5446869352,5446869351,5321426998,5446869350,5446869349,5446869348,5446869347,5446869346,5446869345,5321426999,5446869344,5446869343,5446869342,5321427000,5321427001,5321426983]"
way,551002298,1,['amenity'],['parking'],"[5321427002,5321427003,5321427004,5321427005,5321427002]"
way,551013658,1,['building'],['yes'],"[5321589275,5321589276,5321589277,5321589278,5321589275]"
way,551013659,2,"['building', 'building:levels']","['yes', '1']","[5465081185,5321589279,5321589280,5465081186,5465081185]"
way,551013660,5,"['amenity', 'building', 'cuisine', 'name', 'outdoor_seating']","['restaurant', 'yes', 'milk_tea', 'WitTea', 'yes']","[5321589281,5321589282,5321589283,5321589284,5321589281]"
way,551013661,1,['highway'],['service'],"[30763176,5321589286,5499343032,5499343033,5321589287]"
way,551013662,1,['highway'],['service'],"[30763176,5321589288]"
way,554591920,2,"['amenity', 'previously']","['parking', 'node:321704460']","[5352041704,5352041705,5352041706,5352041707,5352041704]"
way,554598780,1,['leisure'],['park'],"[5352111705,5352111706,5352111707,5352111708,5352111709,5352111710,5352111711,5352111712,5352111713,5352111714,5352111715,5352111716,5352111717,5352111718,5352111719,5352111705]"
way,554598782,1,['leisure'],['park'],"[5352111720,5352112921,5352112922,5352112923,5352111720]"
way,558294583,2,"['highway', 'service']","['service', 'parking_aisle']","[5383505885,5383505883,5383505882]"
way,558294589,1,['highway'],['service'],"[5383505888,5383505887,1116500556]"
way,558294590,1,['highway'],['service'],"[5383505890,5383505888,5383505889]"
way,558294594,2,"['highway', 'oneway']","['service', 'yes']","[949321474,5383505902,5383505901,5383505900]"
way,558294596,2,"['highway', 'oneway']","['service', 'yes']","[949321476,1060642196,5383505899,5383505903,949321474]"
way,559724882,1,['highway'],['residential'],"[5766134850,5766134851,5398148260,5398148259,5398148258,5398148257,5398148256,5398148255,5398148254,5398148252,5398148253]"
way,559724883,2,"['highway', 'source']","['service', 'DigiGlobe']","[5398148270,5398148269,5970740216,5970740220,5398148265,5398148267]"
way,559724884,2,"['highway', 'source']","['service', 'DigiGlobe']","[5320269927,5970731130,5970736338,5970731131,5970736337,5970736340,5320269926,5727219837]"
way,559724886,2,"['highway', 'source']","['service', 'DigiGlobe']","[1422667800,5970723406,5398148270,5970723407,5320269416]"
way,560778723,3,"['access', 'highway', 'source']","['private', 'service', 'Bing']","[1135830738,1135830653,5499467406,3722979535,1135830670,1135830704,5499467380,1135830654,1135830656,1135830700,1135830701,1135830702,1135830745,5407936233,3665596416,3665596415,3665596414,3665596411,5407936236,5407936238,5407936234,5407936237,6281948742,4208396830]"
way,560791193,3,"['access', 'highway', 'source']","['private', 'service', 'Bing']","[3665596416,5407936235,5407936234]"
way,560791206,3,"['layer', 'tunnel', 'waterway']","['-1', 'culvert', 'stream']","[5407936296,5407936302]"
way,560791210,1,['waterway'],['stream'],"[5407936302,5407936301,5407936300,5407936299,5407936298,5407936297]"
way,564175692,1,['building'],['yes'],"[5436493008,5436493005,5436493006,5436493007,5436493008]"
way,565575154,0,,,"[5352041695,5352041694,1137655619,5352041700,1137655676,5352041692,5352041693,1137655617,5352041691,5352041690,1137655609,5352041688,5352041689,1137655674,1137655699,5446799135,393731839,5446799137,321703694,5446843358,5446790621]"
way,565575155,1,['highway'],['footway'],"[29024985,5449354290,5449376894,5449376896,5449376898,29025350,5449409821,5449409822,5449409823,5449409824,5449409825,5449409826,5449409827,5449409829,5449409830,5449447770,5449447771,5449447772,5449447773,5449447774,3573796094,5449447775,3573796097,5449447776,5449447777,5449447778,5449447779,5449447780,5449447781,5449447782,5449447783,5449447784]"
way,565576638,1,['landuse'],['meadow'],"[5446811409,5446811410,5446811411,5446811412,5446811935,5446811936,5446811419,5446811934,5446811413,5446811933,5446811414,5446811415,5446811941,5446811416,5446811937,5446811418,5446811417,5446811409]"
way,565579783,2,"['building', 'name']","['shed', 'Waiting Shed']","[5446837576,5446837577,5446837578,5446837579,5446837576]"
way,565579784,1,['highway'],['pedestrian'],"[5446837580,5446874460]"
way,565579785,2,"['highway', 'oneway']","['service', 'yes']","[321700941,321700940]"
way,565579786,1,['highway'],['footway'],"[5446837604,5446837605]"
way,565579787,3,"['building', 'highway', 'shelter']","['shed', 'bus_stop', 'yes']","[5446837606,5446837607,5446837608,5446837609,5446837606]"
way,565579788,1,['highway'],['pedestrian'],"[5446837611,5446837613]"
way,565580576,1,['highway'],['pedestrian'],"[5446843355,5446843356]"
way,565580577,3,"['highway', 'oneway', 'service']","['service', 'yes', 'parking_aisle']","[321703689,5446856664,675446696]"
way,565582229,1,['landuse'],['meadow'],"[5446856657,5446856658,5446856659,5446856660,5446856657]"
way,565582230,1,['highway'],['footway'],"[5446856663,5446856664]"
way,565582231,2,"['building', 'name']","['shed', 'Waiting Shed']","[5446856665,5446856666,5446856667,5446856668,5446856665]"
way,565582232,2,"['building', 'shop']","['retail', 'convenience']","[5446856670,5446856671,5446856672,5446856673,5446856670]"
way,565582233,3,"['footway', 'highway', 'noname']","['crossing', 'footway', 'yes']","[5446856674,5446856676,5446856675]"
way,565582234,1,['highway'],['pedestrian'],"[5446856677,5446856678,5446856679]"
way,565583224,3,"['building', 'highway', 'shelter']","['shed', 'bus_stop', 'yes']","[5446868283,5446868284,5446868285,5446868286,5446868283]"
way,565583225,1,['highway'],['footway'],"[5446885933,5446885932,5446885931,5446885930,5446885929,5446885928,5446885927,5446885926,5446885925,5446885924,5446885923,5446885922,5446885921,5446885920,5446885919,5446885918,5446885917,5446885916,5446885915,5446885914,5446885913,5446885912,5446885911,5446885910,5446885909,5446885908,5446885907,5446885906,5446885905,5446885904,5446885903,5446885902,5446885901,5446885900,5446885899,5446885898,5446885897,5446885896,5446885895,5446885894,5446885893,5446885892,5446885891,5446885890,5446885889,5446885888,5446885887,5446885886,5446885885,5446885884,5446885883,5446885882,5446885881,5446885880,5446885879,5446885878,5446885877,5446885876,5446885875,5446885874,5446885873,5446885872,5446885871,5446885870,5446885869,5446885868,5446885867,5446885866,5446885865,5446885864,5446885863,5446885862,5446885861,5446885860,5446885859,5446885858,5446885857,5446885856,5446885855,5446885854,5446885853,5446885852,5446885851,5446885850,5446885849,5446868289]"
way,565583226,1,['landuse'],['meadow'],"[5446868292,5446868293,5446868306,5446868307,5446868305,5446868294,5446868295,5446868308,5446868309,5446868310,5446868296,5446868311,5446868312,5446868297,5446868313,5446868298,5446868314,5446868299,5446868318,5446868300,5446868301,5446868317,5446868302,5446868316,5446868315,5446868303,5446868304,5446837603,5449344814,5449344813,5449344815,5446868292]"
way,565584680,1,['landuse'],['meadow'],"[5446881551,5446881552,5446881553,5446885827,5446885826,5446885828,5446881554,5446885829,5446885825,5446885824,5446868288,5446868287,5449345023,5446856685,5449345026,5446881551]"
way,565585317,1,['landuse'],['meadow'],"[5446885509,5446885830,5446885821,5446885520,5446885519,5446885510,5446885511,5446885512,5446885513,5446885514,5446885515,5446885837,5446885839,5449325810,5446885516,5446885835,5446885832,5449325808,5446885834,5446885833,5446885517,5449325811,4324757125,5449354271,5449354272,5449345027,5449344820,5449345021,5449345022,5446885518,5449345028,5446885823,5446885831,5446885509]"
way,565586736,1,['landuse'],['meadow'],"[5446893650,5446893652,5446893653,5446893654,4324757122,4324757124,4324757129,2212541109,4324757153,2672493866,5446893657,5446893658,5446894127,5446893659,5446893660,5446893661,5446893662,5446893663,5446893664,5446893671,5446893665,5446893666,5446893669,5446893670,5446893650]"
way,565586737,1,['landuse'],['meadow'],"[5446893676,5446893677,5446893678,5446893679,5446893680,5446893681,5446894128,5446893682,4324757152,5449354280,5446893683,5446893684,5446893685,5446894129,5446893686,5446894130,5446893687,5446894131,5446893688,5446894132,5446893689,5446893690,5446893691,5446893692,5446894133,5446893693,5446893694,5446894134,5446893695,5446893696,5446893697,4324757128,5446893698,5446894126,5446893699,5446894125,5446893700,5446894124,5446894123,5446893701,5446893702,5446894122,5446893703,5446894121,5446893704,5446893720,5446893705,5446893719,5446893706,5446893718,5446893717,5446893707,5446893708,5446893709,5446893710,5446893716,5446893715,5446893714,5446893711,5446893712,5446893713,5446893676]"
way,565965575,10,"['bus:lanes', 'cycleway:lane', 'cycleway:left', 'highway', 'lanes', 'lcn', 'maxspeed', 'name', 'oneway', 'sidewalk']","['no|yes|designated', 'advisory', 'lane', 'tertiary', '2', 'yes', '50', 'M. Roxas Avenue', 'yes', 'both']","[5446811375,2672499686,321700985,5446837592,2672496206,321700940,5446837604,5446856680,5446856678,17216429]"
way,565965576,1,['highway'],['footway'],"[5446868289,5446885933,5449344819,5446856677,5446885848,5446837613,5449354277,5449354276,5446843355,4324757121,5449454113,5449354289,5449354291,5449354296,5449454119,5446894170,5449376893,5449376895,5449376897,5449409886,5446868290]"
way,565965577,1,['highway'],['footway'],"[5446837581,5449344806,2672527972,5446856679,5464380256,675446694,5464380258,5446837611,5446843356,5449354281,5449354288,5369579207,29024985]"
way,565965578,1,['highway'],['footway'],"[5446868290,5446894147,5446894148,5446894149,5446894150,5446894151,5449409854,5449409857,5446894152,5446894153,5446894154,5446894155,5446894156,5449325804,5446894157,5446894158,5446894159,5446894160,5446894161,5446894162,5446894163,5446894164,5446894165,5446894166,5446894167,5446894168,5446894169,5449409856,5446894170]"
way,565968546,1,['highway'],['footway'],"[5449354273,5449354275,5449354274]"
way,565968547,1,['highway'],['footway'],"[321703525,5449354278,5449354273]"
way,565968548,1,['highway'],['footway'],"[5449354281,5449354282]"
way,565968549,2,"['building', 'name']","['shed', 'Waiting Shed']","[5449354283,5449354284,5449354285,5449354286,5449354283]"
way,565968550,3,"['crossing', 'footway', 'highway']","['zebra', 'crossing', 'footway']","[5449354289,5449354299,5449354290]"
way,565968551,2,"['building', 'name']","['shed', 'Waiting Shed']","[5449354292,5449354293,5449354294,5449354295,5449354292]"
way,565968552,3,"['crossing', 'footway', 'highway']","['zebra', 'crossing', 'footway']","[5449354296,5449354298,5449354297]"
way,565969219,3,"['crossing', 'footway', 'highway']","['zebra', 'crossing', 'footway']","[5449376893,5449376894]"
way,565969220,3,"['crossing', 'footway', 'highway']","['zebra', 'crossing', 'footway']","[5452582521,5449376895,5449376896]"
way,565969222,1,['landuse'],['meadow'],"[5449376899,5449376900,5449376910,5449376901,5449376902,5449376903,5449376904,5449376905,5449376906,5449376909,5449376907,5449376908,4324757158,4324757163,5449376899]"
way,565971509,1,['landuse'],['meadow'],"[5449409849,5449409850,5449409851,5449409852,5449409853,5449409835,5449409836,5449409837,5449409838,5449409839,5449409846,5449409847,5449409848,5449409840,5449409841,5449409842,5449409843,5449409844,5449409845,5449409849]"
way,565971510,1,['highway'],['footway'],"[5449409854,5449409855,5449409856]"
way,565971511,1,['highway'],['footway'],"[5449409855,5449409887,5446894151]"
way,565971512,1,['highway'],['footway'],"[5449409857,5449409858,5449409859,5449409860,5449409861,5449409862]"
way,565971513,1,['highway'],['footway'],"[5449409884,5449409885,5449409867,5449409868,5449409869,5449409870,5449409871,5449409872,5449409880,5449409881,5449409882,5449409883,5449409873,5449409874,5449409875,5449409876,5449409877,5449409878,5449409879,5449409884]"
way,565971514,1,['highway'],['footway'],"[5449409868,5449409886]"
way,565971515,1,['highway'],['footway'],"[5449409882,5449409887]"
way,565992308,1,['landuse'],['meadow'],"[5449447746,5449447765,5449447747,5449447764,5449447748,5449447749,5449447750,5449447751,5449447762,5449447752,5449447753,5449447754,5449447755,5449447756,5449447763,5449447757,5449447766,5449447758,5449447767,5449447759,5449447760,5449447746]"
way,565992309,1,['highway'],['footway'],"[5449447784,7131223663,7131223625,7131223626,5464380259,7131223624,5464380257,7131223623,5449447794,5449447826,5941661246,5449447785]"
way,565992310,1,['highway'],['footway'],"[5449447785,5449447786,5449447787,5449447788,5449447789,5449447790,5449447791,5941661251,5449447797]"
way,565992311,3,"['foot', 'footway', 'highway']","['designated', 'sidewalk', 'footway']","[5941661250,1208264681,4412522076,2945150544,130023534,967511437,5286822454,5475581325]"
way,565992312,1,['landuse'],['meadow'],"[5449447801,5449447802,5449447803,5449447804,5449447805,5449447806,5449447807,5449447808,5449447809,5449447810,5449447811,5449447812,5449447813,5449447814,5449447815,5449447816,5449447817,5449447818,5449447819,5449447820,5449447821,5449447822,5449447823,5449447824,5449447801]"
way,565992313,1,['highway'],['footway'],"[635682462,5449447832,5449447825]"
way,565992314,1,['highway'],['footway'],"[5449447826,5449447827,5449447828,5941661247,5449447829,5449447830,5941661248,5449447831,5449447832]"
way,565992383,1,['highway'],['footway'],"[2172840849,5449447898]"
way,565992384,2,"['highway', 'service']","['service', 'driveway']","[5352041665,5449447898,5449447899]"
way,565994453,1,['highway'],['footway'],"[5449454113,5449454114,5449454115,5449454116,5449454117,5449454118,5449454119]"
way,565994454,1,['landuse'],['meadow'],"[5449458246,5449458247,5449458248,5449458249,5449458250,5449458251,5449458252,5449458253,5449458254,5449458255,5449458256,5449458257,5449458258,5449458246]"
way,566236522,3,"['highway', 'name', 'oneway']","['unclassified', 'A. Ma. Regidor', 'yes']","[321704522,5452582522,5452582529,5452582523,5452582530,5452582524]"
way,566236523,3,"['highway', 'name', 'oneway']","['unclassified', 'A. Ma. Regidor', 'yes']","[5452582524,5452582537,2454115549,5452582536,5452582535,29024778]"
way,567760822,1,['highway'],['unclassified'],"[433036624,5464780848,5464155039,1858110584,1858110585,5464155040,5464860670,5464155041,5464860671,1858110582,5464155042,5464155043,1858110591,2452926023,5464860672,1858110587,1858110581,1858110575,1858110588]"
way,567783473,1,['highway'],['service'],"[5464286831,321699663]"
way,567783474,1,['highway'],['service'],"[5464286834,5464286833,5464286835,4903638261,5464286831]"
way,567783475,1,['highway'],['service'],"[5464286833,5464286832]"
way,567783476,1,['highway'],['service'],"[321699663,5464286836,5464286835]"
way,567783477,1,['highway'],['service'],"[1319775947,1649990563,1649990543,5464286879]"
way,567783478,1,['highway'],['service'],"[321700094,4903638269,4903638268,5464155050]"
way,567783479,2,"['highway', 'service']","['service', 'alley']","[5464286894,5464286893,5464286892,5464286891,5464286890,5464286889,5464286888,5464286887,5464286886,5464286885,5464286884,5464286883,5464286882]"
way,567783480,2,"['highway', 'noname']","['footway', 'yes']","[5464286916,5464286903,5464286902,5464286907]"
way,567783481,1,['highway'],['service'],"[5464155025,5464286916,5464286915,5464286914,5464286913,5464286912,5464286911,5464286910,5464286905,5464286909,5464286908,5464286907,5464286906]"
way,567795774,1,['highway'],['unclassified'],"[321699807,1935331392,675497846,321699819]"
way,567795775,1,['highway'],['service'],"[321699974,321699976,5464367906]"
way,567795776,1,['highway'],['service'],"[5464367906,5464367907,5464367908,5464367909,5464367910,5464367911,5464367912,5464367913,5464367906]"
way,567795777,10,"['abbr_name', 'building', 'building:levels', 'is_in:city', 'is_in:region', 'is_in:zip', 'name', 'source', 'source:url', 'website']","['NIMBB', 'yes', '3', 'Quezon City', 'Ncr', '1100', 'National Institute of Molecular Biology and Biotechnology', 'jklinc', 'http://www.freewebs.com/phroadguide/', 'nimbb.upd.edu.ph']","[5464370822,5464370832,5464370831,5464370830,5464370829,5464370828,5464370827,5464370826,5464370825,5464370824,5464370823,5344986547,1915570534,1915570596,1915570599,5464370822]"
way,567795778,1,['building'],['yes'],"[1909830576,5464370835,1909830567,5464370834,1909830576]"
way,567795779,0,,,"[1909830555,1909830560,1909830559,1909830553,5464370833,1909830548,1909830545,1909830543,1909830541,5464370844,1909830555]"
way,567795780,0,,,"[5464370846,5464370848,1909830515,1909830519,1909830522,1909830525,1909830527,1909830529,5464370846]"
way,567797707,1,['highway'],['footway'],"[5464380256,5464380257]"
way,567797708,1,['highway'],['footway'],"[5464380258,5464380259]"
way,567860953,1,['landuse'],['grass'],"[5464780852,5464780862,5464780858,5464780854,5464780856,5464780861,5464780851,5464780852]"
way,567860954,1,['landuse'],['grass'],"[5464780849,5464780860,5464780855,5464780853,5464780857,5464780859,5464780850,5464780849]"
way,567866230,2,"['highway', 'service']","['service', 'parking_aisle']","[321699978,321699974]"
way,567866231,2,"['highway', 'service']","['service', 'parking_aisle']","[321699977,321699978]"
way,567866232,1,['highway'],['footway'],"[5464367916,5464821494,5464821493]"
way,567866233,1,['highway'],['footway'],"[5464821495,5464821494]"
way,567866234,1,['highway'],['footway'],"[5464821501,5464821500,5464821499,5464821498,5464821497,5464821496,433036754]"
way,567866235,1,['highway'],['footway'],"[5464821505,5464823250]"
way,567866236,1,['highway'],['footway'],"[5464823247,5464821513]"
way,567866237,1,['highway'],['footway'],"[5464821520,5464821517]"
way,567866238,1,['highway'],['footway'],"[5464821517,5464821516,5464821515,5464821514,5464821513,5464821512,5464821511,5464821510,5464821509,5464821508,5464821507,5464821506,5464821505,5464821504,5464821503,5464821502,5464821517]"
way,567866239,1,['highway'],['footway'],"[5464823236,5464821519,5464821518,5464823232]"
way,567866240,1,['highway'],['footway'],"[5464823230,5464821520,5464823222]"
way,567866241,1,['highway'],['footway'],"[5464823226,5464823225,5464823224,5464823223,5464823222,5464823221,5464823236]"
way,567866242,1,['highway'],['footway'],"[5464823244,5464823235,5464823234,5464823233,5464823232,5464823231,5464823230,5464823229,5464823228,5464823227]"
way,567866243,1,['highway'],['footway'],"[5464823240,5464823239,5464823238,5464823237,5464823236]"
way,567866245,1,['highway'],['footway'],"[5464823280,5464823248,5464823247,5464823246,5464823245,5464823227,5464823244,5464823243,5464823242,5464823285]"
way,567866246,1,['highway'],['footway'],"[5464823300,5464823253,5464823240,5464823226,5464823252,5464823251,5464823250,5464823241,5464823249,5464823272]"
way,567866247,1,['amenity'],['parking'],"[5464823257,5464823256,5464823255,5464823254,5464823257]"
way,567866248,2,"['foot', 'highway']","['yes', 'service']","[5464823319,5464823312]"
way,567866249,1,['highway'],['footway'],"[1903908434,5464823263]"
way,567866250,1,['highway'],['footway'],"[1903908434,1903908412]"
way,567866251,1,['highway'],['footway'],"[1903908461,1903908434]"
way,567866252,1,['highway'],['footway'],"[5464823276,4903638238,4903638230]"
way,567866253,1,['highway'],['footway'],"[1903908408,433036747]"
way,567866254,1,['highway'],['footway'],"[5464823275,5464823274,5464823273,5464823272,5464823271,5464823270,5464823269,5464823268,5464823267,1903908408,5464823275]"
way,567866255,1,['highway'],['footway'],"[5464823284,5464823283,5464823282,5464823281,5464823266,5464823280,5464823279,5464823278,5464823277,5464823276,5464823284]"
way,567866256,1,['highway'],['footway'],"[5464823291,1903908480,5464823290,5464823289,5464823265,5464823288,5464823287,5464823286,5464823285,1903908459,5464823291]"
way,567866257,1,['highway'],['footway'],"[5464823300,5464823299,5464823298,5464823297,5464823296,5464823301,5464823295,5464823294,5464823293,5464823292,5464823300]"
way,567866258,1,['highway'],['service'],"[5464823309,5464823308,5464823307,5464823306,5464823305,5464823304,5464823303,5464823302]"
way,567866259,1,['highway'],['service'],"[5464823311,5464823310,5464823319]"
way,567866260,1,['highway'],['service'],"[5464823318,5464823317,5464823316,5464823315,5464823309,5464823314,5464823313,5464823312]"
way,567871021,1,['landuse'],['grass'],"[5464860668,5464860667,5464860666,5464860665,5464860664,5464860663,5464860662,5464860661,5464860660,5464860659,5464860658,5464860657,5464860656,5464860655,5464860654,5464860653,5464860652,5464860669,5464860651,5464860650,5464860649,5464860648,5464860647,5464860646,5464860645,5464860644,5464860643,5464860642,5464860641,5464860640,5464860639,5464860638,5464860637,5464860636,5464860668]"
way,567873180,2,"['highway', 'service']","['service', 'parking_aisle']","[321703836,321703837]"
way,567873181,2,"['highway', 'service']","['service', 'parking_aisle']","[321703837,321703838]"
way,567873182,2,"['highway', 'service']","['service', 'driveway']","[2947206143,5941661224,2947206145]"
way,567873183,10,"['bus:lanes', 'cycleway:lane', 'cycleway:left', 'highway', 'lanes', 'lcn', 'maxspeed', 'name', 'oneway', 'sidewalk']","['no|yes|designated', 'advisory', 'lane', 'tertiary', '2', 'yes', '50', 'Osmeña Avenue', 'yes', 'both']","[5352098525,5941661243,5464874475,2947151050]"
way,567877963,1,['highway'],['service'],"[273730020,321697937,321697938,5452582541]"
way,567877964,1,['highway'],['service'],"[30763102,5464910715]"
way,567877965,1,['highway'],['service'],"[321697929,321697930,321697933]"
way,567877966,1,['highway'],['service'],"[321700123,5464910717,5464910718,1404414644,321704489]"
way,567879764,1,['highway'],['footway'],"[5464286897,5464924938,5464924937,5464924936,5464924940,5464924935,5464924934,5464924933,5464924932,5464924931,5464924930,5464924929,5464924928,5464924927,5464924926,5464924925,5464924924]"
way,567879766,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[675544567,5446893672]"
way,567879768,3,"['highway', 'oneway', 'service']","['service', 'yes', 'driveway']","[5795430771,675544567]"
way,567879770,2,"['highway', 'name']","['unclassified', 'Quirino Avenue']","[5795430771,675544618,3981680979,4324757103]"
way,567881805,1,['highway'],['service'],"[321702544,321702545]"
way,567881807,2,"['highway', 'oneway']","['service', 'yes']","[321702542,321702543]"
way,567881809,2,"['highway', 'name']","['unclassified', 'Laurel Avenue']","[26082684,5499364260,3981680994,30763115]"
way,567883839,0,,,"[5464959628,5464959631,5464959633,5464959630,5464959628]"
way,567883840,0,,,"[5464959636,5464959654,5464959634,5464959655,5464959658,5464959657,5464959656,5464959632,5464959642,5464959640,5464959639,5464959641,5464959629,5464959653,5464959652,5464959635,5464959643,5464959644,5464959638,5464959651,5464959650,5464959648,5464959647,5464959649,5464959637,5464959645,5464959626,5464959627,5464959646,5464959636]"
way,567883843,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Maramag']","[4903638253,5464959683,5464959682,5464959681,5464959680,5464959679,5464959678,5464959677,5464959676,5464959684,5464959675,5464959674,5464959673,5464959672,5464959671,5464959670,5464959669,5464959668,4903638253]"
way,567883845,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Maramag']","[1319775957,5464959667,4903638248,5464959666,4903638249,5464959665,4903638253]"
way,567893634,1,['highway'],['residential'],"[5465027736,5465027737,5465027738,5465027739,5465027740,5465027741,5465027742,5465027758,5465027757,5465027756,5465027755,5465027754,5465027753,5465027745,5465027744,5465027752,5465027751,5465027746,5465027750,5465027749,5465027748,5465065013,5465027747]"
way,567893635,2,"['leisure', 'sport']","['pitch', 'basketball']","[5465027762,5465027759,5465027760,5465027761,5465027762]"
way,567899790,1,['highway'],['service'],"[5465081184,5465081183,5465081182,5465081181,5465081180,5465081179,5465081178]"
way,567900765,1,['highway'],['service'],"[5465086251,5465086250,5465086249,5465086248,5465086247,5465086246,5465086245,5465086244,5465086243]"
way,567906300,1,['highway'],['track'],"[5465124136,5465124135,5465124134,5465124133,5465124132,5465124131,5465124130,5465124129,5465124128,5465124127]"
way,567907639,1,['building'],['yes'],"[5465135415,5465135413,5465135411,5465135410,5465135409,5465135408,5465135412,5465135414,5465135407,5465135405,5465135404,5465135406,5465135415]"
way,567908716,1,['highway'],['service'],"[6463656384,6463657585,6463657586,5465158289,5465158293,5465158288,5465158287,5465158286,5465158284,5465158283,5465158282,5465158281,5465158280,5465158279,5465158278]"
way,569215283,3,"['access', 'highway', 'name']","['destination', 'unclassified', 'Pardo de Tavera']","[321702436,321702437,321702439,5464286858,6383869142,321702441,321702440,321702442,321702443,1421875701,5464286857,5464286853,30763200]"
